ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
164,variation,,"Funda-Personalizada, Xiaomi Redmi Note 5A Prime",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 5A Prime,,1
165,variation,,"Funda-Personalizada, Xiaomi Redmi Note 6 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 6 Pro,,1
166,variation,,"Funda-Personalizada, Xiaomi Redmi Note 7",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 7,,1
167,variation,,"Funda-Personalizada, Xiaomi Redmi Note 8",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 8,,1
168,variation,,"Funda-Personalizada, Xiaomi Redmi Note 8T",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 8T,,1
169,variation,,"Funda-Personalizada, Xiaomi Redmi Note 8 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 8 Pro,,1
170,variation,,"Funda-Personalizada, Xiaomi Redmi Note 9",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 9,,1
171,variation,,"Funda-Personalizada, Xiaomi Redmi Note 9 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 9 Pro,,1
172,variation,,"Funda-Personalizada, Xiaomi Redmi Note 9S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,http://localhost/upcase.com.co/wp-content/uploads/Fancy_Product/base_Mockup/Mockup-fondo_Xiaomi-11T-Pro.jpg,,,Id:131,,,,,,29,Marca,Xiaomi,,1,Modelo,Redmi Note 9S,,1
173,grouped,,Animales de granja,-1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Fundas > Colecciones, Fundas",Animales,,,,,,,,,,,0,,,,,,,,
174,simple,,Patitos,1,0,visible,Descripcion corta,Deseipcion del producto,,,taxable,,1,20,,0,0,,,,,1,,,37000,Fundas,Animales,,http://localhost/upcase.com.co/wp-content/uploads/Phone_Cases/patitos.png,,,,,,,,,0,Marca,"Apple, Samsung, Xiomi",1,1,Modelo,"IPhone 6, Iphone 6 Plus, IPhone 6S, IPhone 6S Plus, IPhone 7, IPhone 7 Plus, IPhone 8, IPhone 8 Plus, IPhone XR, IPhone XS, IPhone XS Max, IPhone 11, IPhone 11 Pro, IPhone 12, IPhone 12 Mini, IPhone 12 Pro, IPhone 12 Pro Max, Galaxy A01, Galaxy A10, Galaxy A10S, Galaxy A11, Galaxy A20, Galaxy A20S, Galaxy A21S, Galaxy A30, Galaxy A30S, Galaxy A31, Galaxy A5, Galaxy A5 2016, Galaxy A5 2017, Galaxy A50, Galaxy A51, Galaxy A6 2018, Galaxy A6 Plus 2018, Galaxy A7, Galaxy A7 2016, Galaxy A7 2017, Galaxy A7 2018, MI 6, MI 8, MI 8 Lite, MI 9, MI 9 Lite, MI 9 SE, MI 9T, MI 9T Pro, MI A1, MI A2, MI A2 Lite, MI A3, MI Max 3, MI Mix 2, MI Mix 2S, MI 10, MI 10 PRO, MI 10T, MI Note 10, MI Note 10 Lite, MI Note 10 Pro, Redmi 7, Redmi 7A, Redmi 8, Redmi 8A, Redmi 9, Redmi 9C, Redmi S2, Pocophone F1, Poco F2 Pro, Poco X3, Redmi Note 5, Redmi Note 5A Prime, Redmi Note 6 Pro, Redmi Note 7, Redmi Note 8, Redmi Note 8T, Redmi Note 8 Pro, Redmi Note 9, Redmi Note 9 Pro, Redmi Note 9",1,1
175,simple,,Protector Aerogel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Accesorios,,,http://localhost/upcase.com.co/wp-content/uploads/2022/06/Protector-aerogel.png,,,,,,,,,0,,,,,,,,
176,simple,,Pack Super Heroes x15,1,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,,,30000,Stickers > exteriores,accesorios,,http://localhost/upcase.com.co/wp-content/uploads/2022/06/stikers.png,,,,,,,,,0,,,,,,,,
